Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.06,0.09,0,0.02,0.17,68,26,7,162
Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17,68,26,7,162
Professional Fishermans Tour: Northern Hemisphere,DS,2007,Sports,505 Games,0.16,0,0,0.01,0.17,68,26,7,162
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,66,24,9.1,14
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.06,0,0.1,0.01,0.17,66,13,8.2,31
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,72,37,4.7,403
The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0,0,0.17,61,17,7.3,8
Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,0.16,0,0,0.01,0.17,68,26,7,162
Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0,0.01,0.17,72,13,7.8,12
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,68,26,8.8,92
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.06,0.1,0,0.01,0.17,68,26,2.9,7
Cabelas Legendary Adventures,Wii,2008,Sports,Activision,0.16,0,0,0.01,0.17,68,26,7,162
True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17,59,25,8.8,24
Metal Arms: Glitch in the System,X,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,82,35,8.7,15
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.06,0,0.11,0.01,0.17,72,28,6.5,14
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0,0.02,0.17,74,55,8.2,1327
Trauma Team,Wii,2010,Simulation,Atlus,0.14,0,0.02,0.01,0.17,82,29,8.8,25
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0,0.02,0.17,68,26,7,162
ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0,0,0.17,70,10,7,162
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17,42,4,7,162
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0,0.02,0.17,80,19,8.3,11
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17,69,33,6.7,7
Exhibition Volume 02,X,2003,Misc,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,68,26,7,162
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.13,0.03,0,0,0.17,87,32,7.9,7
Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.11,0,0.02,0.17,68,26,7,162
Backbreaker,PS3,2009,Sports,NaturalMotion,0.16,0,0,0.01,0.17,58,25,7,52
Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0,0.01,0.17,73,7,8.5,6
The King of Fighters 97,SAT,1998,Fighting,SNK,0,0,0.17,0,0.17,68,26,7,162
Power Pro Kun Pocket,G,1999,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,68,26,7,162
Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.14,0,0.02,0.17,68,26,7,162
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0,0,0.17,0,0.17,68,26,7,162
Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0,0.02,0.17,51,28,5.3,20
Lost in Blue 3,DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,59,19,7,162
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01,0.17,68,26,7,162
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0,0,0.16,0.01,0.17,68,26,7,162
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.15,0,0,0.02,0.17,77,9,6,5
Pictionary,DS,2010,Puzzle,THQ,0.09,0.06,0,0.02,0.17,68,26,7,162
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0,0,0.01,0.17,52,57,6.1,21
Psi-Ops: The Mindgate Conspiracy,X,2004,Shooter,Midway Games,0.13,0.04,0,0.01,0.17,84,55,7.9,18
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0,0.02,0.17,69,14,7.2,45
SWAT: Global Strike Team,X,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,69,22,6.3,7
Cabelas Legendary Adventures,PSP,2008,Sports,Activision,0.16,0,0,0.02,0.17,68,26,7,162
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17,68,21,8.7,14
MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0,0.02,0.17,52,4,7,162
Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,0.12,0.05,0,0,0.17,68,26,7,162
Backyard NFL Football 09,PS2,2008,Sports,Atari,0.08,0.07,0,0.02,0.17,68,26,7,162
World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,65,16,5.9,7
Tom Clancys Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,71,13,4.9,368
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17,68,26,7,162
Backyard Baseball 10,PS2,2009,Sports,Atari,0.08,0.07,0,0.02,0.17,68,26,7,162
Resident Evil Directors Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,0.16,0.01,0.17,68,26,7,162
Squeeballs Party,DS,2009,Puzzle,Performance Designed Products,0.16,0,0,0.01,0.17,68,26,7,162
Lets TAP,Wii,2008,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70,47,6.6,11
Broken Sword: Shadows of the Templars - The Directors Cut,DS,2009,Adventure,Ubisoft,0.07,0.08,0,0.02,0.17,68,26,7,162
The King of Fighters 95,PS,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17,68,26,7,162
RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17,71,27,7.9,11
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.17,0,0.17,57,25,7.3,15
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0,0,0.17,0,0.17,68,26,7,162
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0,0.02,0.17,54,6,7,162
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0,0.02,0.17,56,16,5.6,8
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0,0,0.17,64,6,5,4
SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0,0.15,0,0.02,0.17,68,26,7,162
Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0,0,0.17,52,6,7,162
Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Professor Heinz Wolffs Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0,0.02,0.17,63,12,7.7,7
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0,0.03,0.17,68,26,8.5,41
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0,0,0.01,0.17,75,52,6.8,25
Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.17,60,48,6.3,37
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,81,50,8.7,145
Hunter: The Reckoning Redeemer,X,2003,Action,Interplay,0.13,0.04,0,0.01,0.17,72,26,8.6,5
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.03,0.17,68,26,7,162
Tokyo Xtreme Racer,DC,1999,Racing,Genki,0,0,0.17,0,0.17,68,26,7,162
Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,68,26,7,162
Thief: Deadly Shadows,X,2004,Action,Eidos Interactive,0.13,0.04,0,0.01,0.17,82,61,7.3,12
MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.03,0.17,68,32,6.1,24
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0,0,0.01,0.17,79,9,7.4,7
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.17,77,41,7.4,16
Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,61,5,6.9,9
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.16,0,0,0.01,0.17,68,26,7,162
Glover,PS,1999,Platform,Atari,0.09,0.06,0,0.01,0.17,68,26,7,162
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,Namco Bandai Games,0.12,0.05,0,0,0.17,68,26,7,162
Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0,0,0.01,0.17,68,26,5.2,5
James Cameron's Dark Angel,PS2,2002,Action,Universal Interactive,0.08,0.07,0,0.02,0.17,48,17,6.5,19
Mahjong Fight Clu,PSP,2004,Misc,Konami Digital Entertainment,0,0,0.17,0,0.17,68,26,7,162
The Lord of the Rings: Aragorns Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17,58,12,6,8
Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0,0,0.17,68,26,7,162
World Driver Championship,N64,1999,Racing,Midway Games,0.14,0.03,0,0,0.17,68,26,7,162
Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0,0.17,68,26,7,162
Spawn: Armageddon,X,2003,Action,Electronic Arts,0.13,0.04,0,0.01,0.17,57,27,9.2,5
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,Global Star,0.12,0.05,0,0,0.17,68,26,7,162
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,68,26,7,162
Pok\xc3\xa9mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0,0,0.17,68,26,7,162
Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0,0.02,0.17,68,26,5.4,5
Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Bee Movie Game,X360,2007,Action,Activision,0.16,0,0,0.01,0.17,71,25,5.8,13
Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.16,0,0,0.01,0.17,68,26,7,162
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17,68,26,7,162
Fate/Stay Night [R\xc3\xa9alta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17,68,26,7,162
The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0,0.01,0.17,68,26,7,162
Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0,0,0.17,65,4,7,162
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,68,26,7,162
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.03,0.13,0.01,0.17,76,4,6.3,17
Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0,0.02,0.17,68,26,7,162
Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0,0.01,0.17,68,26,6.9,7
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0,0.01,0.17,68,26,7,162
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0,0.02,0.17,78,23,8.8,435
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.02,0,0.02,0.17,53,37,3.8,20
Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,0,0,0.16,0,0.17,68,26,7,162
Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,71,11,9.1,56
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0,0.02,0.17,69,41,5.7,41
Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0,0.01,0.17,68,26,7,162
Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0,0.15,0,0.01,0.17,68,26,7,162
Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0,0,0.01,0.17,68,26,7,162
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.06,0.06,0.04,0.01,0.17,68,26,7,162
Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,46,35,6.9,13
Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0,0.02,0.17,68,26,7,162
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,Activision,0.12,0.04,0,0,0.17,68,26,7,162
Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0,0,0.17,0,0.17,68,26,7,162
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0,0.01,0.17,63,31,6.6,7
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17,68,29,8,11
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0,0.01,0.17,35,4,1.2,6
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,48,33,8.1,12
Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,68,26,7,162
Robinson: The Journey,PS4,2016,Action,Crytek,0.08,0.06,0,0.03,0.17,65,44,6.9,64
Sword of the Samurai,PS2,2003,Fighting,Ubisoft,0,0,0.17,0,0.17,68,26,7,162
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.01,0.17,78,7,8.1,124
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0,0,0.17,80,27,7.5,14
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0,0.01,0.17,51,47,6.2,12
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17,68,26,7,162
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0,0,0.17,73,17,8.3,11
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0,0,0.17,0,0.17,68,26,7,162
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.16,0,0.01,0.17,86,77,7.3,567
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0,0,0.17,36,6,5.6,23
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17,68,26,7,162
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,56,20,6,7
Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0,0.01,0.17,68,26,7,162
Gunvalkyrie,X,2002,Shooter,Infogrames,0.13,0.04,0,0.01,0.17,73,28,7.3,10
NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0,0.01,0.17,68,26,7,162
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.16,0,0,0.01,0.17,68,26,7,162
VR Golf 97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,68,26,7,162
State of Emergency,X,2003,Action,Take-Two Interactive,0.13,0.04,0,0.01,0.17,67,21,6.3,11
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,70,38,7.4,129
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.13,0.02,0,0.02,0.17,75,5,8,6
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0,0.01,0.17,68,26,7,162
My French Coach,DS,2007,Misc,Ubisoft,0.14,0.01,0,0.01,0.17,68,26,7,162
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01,0.17,49,47,5.2,31
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72,10,8.3,7
The Naked Brothers Band: The Video Game,PS2,2008,Misc,THQ,0.08,0.06,0,0.02,0.17,68,26,7,162
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,49,5,5.7,7
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,0.09,0.06,0,0.01,0.17,68,26,4.3,7
Backyard NFL Football 10,Wii,2009,Sports,Atari,0.16,0,0,0.01,0.17,68,26,7,162
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17,42,9,4.8,4
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0,0,0.17,65,28,7.6,13
Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0,0,0.17,0,0.17,68,26,7,162
Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.11,0.03,0,0.02,0.17,53,34,6,22
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008,Role-Playing,Atlus,0,0,0.17,0,0.17,68,26,7,162
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.14,0.02,0,0,0.17,68,26,7,162
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0,0.03,0.17,73,44,7.6,11
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0,0,0.17,0,0.17,68,26,7,162
Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17,68,26,7,162
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0,0.01,0.17,68,33,7,9
RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.17,49,13,7.6,7
Surfs Up,Wii,2007,Sports,Ubisoft,0.15,0,0,0.01,0.17,64,9,7,162
Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0,0.15,0,0.01,0.17,68,26,7,162
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,5,78
Backyard Wrestling: Dont Try This at Home,X,2003,Fighting,Eidos Interactive,0.13,0.04,0,0.01,0.17,50,15,5,7
Gauntlet: Dark Legacy,X,2002,Action,Midway Games,0.13,0.04,0,0.01,0.17,54,9,8.9,10
Football Manager 2017,PC,2016,Simulation,Sega,0,0.16,0,0.01,0.17,81,43,4.3,62
Far East of Eden II: Manji Maru,PS2,2003,Role-Playing,Hudson Soft,0,0,0.17,0,0.17,68,26,7,162
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0,0.02,0.17,72,4,7,162
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17,72,22,8,15
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,72,20,6,29
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45,17,5,26
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.16,0,0,0.01,0.17,68,26,7,162
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17,76,7,6.6,23
Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0,0,0.17,68,26,7,162
Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0,0,0.17,57,9,6,7
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,0.17,0,0.17,68,26,7,162
Im A Celebrity: Get Me Out of Here!,Wii,2009,Misc,Mindscape,0,0.16,0,0.01,0.17,68,26,7,162
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01,0.17,72,48,7.9,37
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.02,0,0.01,0.17,62,14,7,162
Learning to Spell,DS,2010,Misc,505 Games,0.16,0,0,0.01,0.17,68,26,7,162
TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0,0.01,0.17,58,5,7,162
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,68,26,7,162
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,6.7,17
Super Power League,SNES,1993,Sports,Hudson Soft,0,0,0.17,0,0.17,68,26,7,162
NASCAR 14,X360,2014,Racing,Deep Silver,0.15,0,0,0.02,0.17,65,4,5.1,14
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0,0.02,0.17,50,7,7,162
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0,0.17,68,26,7,162
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,40,11,4.2,5
25 to Life,X,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,0.17,41,20,7.2,13
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.1,0.04,0,0.03,0.17,68,26,0.2,5
NASCAR 15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17,68,26,3.8,6
We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.15,0,0.02,0.17,68,26,7,162
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.17,68,17,7,162
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57,23,8,10
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0,0.02,0.17,72,28,7,5
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0,0,0.17,72,11,8.2,5
Leisure Suit Larry: Magna Cum Laude,X,2004,Adventure,Vivendi Games,0.12,0.04,0,0.01,0.17,62,49,6.4,13
Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,0.15,0,0,0.01,0.17,44,8,7,162
Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0,0,0.17,68,26,7,162
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.16,0,0,0.01,0.17,68,26,7,162
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17,68,26,7,162
ZhuZhu Puppies,DS,2011,Simulation,Activision,0.12,0.03,0,0.01,0.17,68,26,7,162
Resident Evil,SAT,1997,Action,Capcom,0,0,0.17,0,0.17,68,26,7,162
7 Days to Die,PS4,2016,Action,Telltale Games,0.06,0.08,0,0.03,0.17,45,16,5.9,147
TOEIC Test Training DS,DS,2007,Misc,IE Institute,0,0,0.17,0,0.17,68,26,7,162
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,0.17,0,0.17,68,26,7,162
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0,0.15,0,0.17,71,12,8.5,21
FlatOut,X,2004,Racing,Empire Interactive,0.12,0.04,0,0.01,0.17,71,39,8.2,21
Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0,0,0.02,0.17,68,26,7,162
Mr. Do!s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0,0,0.17,68,26,7,162
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0,0.17,68,26,7,162
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,0,0.17,68,26,7,162
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,74,40,7.5,13
Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.16,0,0.17,68,26,7,162
Easy Piano,DS,2009,Misc,Game Life,0.04,0.11,0,0.02,0.16,52,4,7,162
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0,0.01,0.16,61,28,5,20
Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,0.16,0,0.16,68,26,7,162
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0,0.02,0.16,65,7,8.7,9
Sid Meiers Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0,0.03,0.16,94,50,8.3,914
TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0,0,0.01,0.16,69,15,7,162
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0,0.01,0.16,75,59,7.8,26
Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,0.08,0.06,0,0.02,0.16,68,26,7,162
Chuck E. Cheeses Party Games,Wii,2010,Misc,UFO Interactive,0.15,0,0,0.01,0.16,68,26,7,162
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0,0,0.16,0,0.16,68,26,7,162
Just Dance 2017,X360,2016,Misc,Ubisoft,0.11,0.04,0,0.02,0.16,68,26,7,162
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0,0.02,0.16,71,21,4.9,8
Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,0.16,0,0,0,0.16,68,26,7,162
Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0,0,0.16,68,26,7,162
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,64,7,6.2,10
Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.12,0.03,0,0.01,0.16,68,26,7.3,4
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,61,12,7.5,15
