Name,year,Esrp,Genre,rate,vote,country,company,Sales
The Getaway,2002,Mature,Drama,7.9,618,United Kingdom,Team Soho,0.31
Club Dead,1994,Mature,Mystery,7.9,17,United States,Music Television (MTV),0.2
Vampire Savior: The Lord of Vampire,1997,Teen,Fantasy,7.9,104,Japan,Capcom Company,0.12
UFO,1982,Not Rated,Sci-Fi,7.9,15,United States,Unknown,0.1
Spear of Destiny,1992,Not Rated,Fantasy,7.9,237,United States,id Software,0.03
Hunter: The Reckoning,2002,Mature,Fantasy,7.9,73,United States,Interplay Entertainment,0.02
Combat Flight Simulator 2,2000,Not Rated,Adventure,7.9,41,United States,Microsoft,0.02
ssn,1996,Not Rated,Unknown,7.9,13,United States,Paramount Pictures,0.01
Star Wars: Rogue Squadron II - Rogue Leader,2001,Teen,Sci-Fi,7.9,473,United States,Factor 5,0.01
Rocket Jockey,1996,Not Rated,Unknown,7.9,14,United States,Rocket Science Games,0.81
Alone in the Dark,1992,Teen,Mystery,7.9,359,France,Infogrames,0.78
Sonic CD,1993,Everyone,Adventure,7.9,957,Japan,Sega,0.4
You Don't Know Jack,1995,Teen,Game Show,7.9,65,United States,Berkeley Systems,0.37
Rainbow Six: Rogue Spear,1999,Teen,Thriller,7.9,217,United States,Pipe Dream Interactive,0.36
Hydro Thunder,2000,Not Rated,Adventure,7.9,60,United States,Blue Shift Inc.,0.36
DuckTales,1989,Not Rated,Family,7.9,490,United States,Capcom Company,0.27
Lego Island,1997,Everyone,Adventure,7.9,170,United States,LEGO,0.17
Leisure Suit Larry 1: In the Land of the Lounge Lizards,1991,Mature,Comedy,7.9,173,United States,Sierra Entertainment,0.16
Alundra,1997,Teen,Drama,7.9,119,Japan,Matrix Software,0.09
Road Rash 64,1999,Teen,Adventure,7.9,58,United States,Pacific Coast Power & Light Co.,0.05
Saru gecchu,1999,Everyone,Family,7.9,213,Japan,Sony Computer Entertainment,0.04
Triple Play Baseball,2001,Everyone,Sport,7.9,24,United States,Electronic Arts (EA),0.04
Buffy the Vampire Slayer,2002,Teen,Fantasy,7.9,440,United States,GameBrains,0.03
Gremlins,1985,Not Rated,Fantasy,7.9,74,United States,Unknown,0.02
Darkstone,2001,Not Rated,Unknown,7.9,30,France,Delphine Software International (DSI),0.01
40 Winks,1999,Everyone,Family,7.9,51,United Kingdom,Eurocom Entertainment Software,0.01
Thayer's Quest,1984,Not Rated,Adventure,7.9,16,United States,RDI Video Systems,1.16
Ultimate Fighting Championship,2000,Teen,Action,7.9,22,United States,Anchor Inc.,0.79
Fear Effect 2: Retro Helix,2001,Mature,Crime,7.9,142,United States,Kronos Digital Entertainment Inc.,0.32
Star Wars,1983,Not Rated,Sci-Fi,7.9,540,United States,Atari,0.2
Run Like Hell,2002,Mature,Sci-Fi,7.9,109,United States,Interplay Entertainment,0.16
Fear Effect,2000,Mature,Crime,7.9,227,United States,Kronos Digital Entertainment Inc.,0.15
Soldier of Fortune,2000,Mature,Adventure,7.9,518,United States,Raven Software,0.13
CarnEvil,1998,Not Rated,Comedy,7.9,72,United States,Unknown,0.08
Leisure Suit Larry 6: Shape Up or Slip Out!,1993,Mature,Comedy,7.9,155,United States,Sierra Entertainment,0.06
Hercules' Hero Quest,1998,Not Rated,Unknown,7.9,15,United States,Unknown,0.06
Harvester,1996,Mature,Mystery,7.9,198,United States,DigiFX Interactive Inc.,0.06
Seiken densetsu 3,1995,Not Rated,Fantasy,7.9,134,Japan,Square Company,0.05
King's Quest V: Absence Makes the Heart Go Yonder,1990,Not Rated,Fantasy,7.9,163,United States,Sierra Entertainment,0.04
Das schwarze Auge - Schatten über Riva,1996,Not Rated,Unknown,7.9,34,Germany,Attic Entertainment Software,0.03
Obsidian,1997,Adults Only,Sci-Fi,7.9,25,United States,Rocket Science Games,0.01
Star Wars: Rogue Squadron,1998,Teen,Sci-Fi,7.9,869,United States,Factor 5,0.04
X-Men vs. Street Fighter,1996,Teen,Sci-Fi,7.9,503,Japan,Capcom Company,0.05
Descent 2,1996,Teen,Sci-Fi,7.9,88,Canada,Parallax Software,2.87
Starship Titanic,1998,Not Rated,Sci-Fi,7.9,98,United States,The Digital Village,2.28
Zork: Grand Inquisitor,1997,Not Rated,Fantasy,7.9,129,United States,Activision,1.4
Burn: Cycle,1994,Not Rated,Sci-Fi,7.9,55,United States,Media Investment Club,1.34
Tetorisu 99,2019,Not Rated,Family,7.8,124,Japan,Arika,1.32
Harvest Moon 64,1999,Not Rated,Adventure,7.8,19,United States,Victor Interactive Software,1.26
Identity V,2018,Not Rated,Horror,7.8,29,China,NetEase,1.2
Mighty Knight,2014,Not Rated,Fantasy,7.8,9,United States,Armor Games,1.1
The Grand Tour Game,2019,Not Rated,Comedy,7.8,52,United Kingdom,Amazon Game Studios,1.06
Dead Cells,2018,Teen,Fantasy,7.8,584,France,Motion Twin,1.05
Formula 1: 2018,2018,Not Rated,Sport,7.8,93,United Kingdom,Codemasters Software Company,1.04
Batman Arkham Origins: Initiation,2013,Not Rated,Fantasy,7.8,71,Unknown,Unknown,0.99
Marvel Ultimate Alliance 3: The Black Order,2019,Teen,Fantasy,7.8,263,United States,Marvel Entertainment,0.94
Mole Mania,1996,Everyone,Family,7.8,5,Japan,Pax Softnica,0.91
Rhythm Heaven,2008,Everyone,Music,7.8,34,Japan,Unknown,0.91
EyeToy: Play 3,2004,Not Rated,Unknown,7.8,8,Unknown,SIE London Studio,0.88
Town of Salem,2014,Not Rated,Unknown,7.8,53,United States,Unknown,0.87
The Dark Side of the Moon,2021,Not Rated,Mystery,7.8,5,United Kingdom,Unknown,0.87
Frostpunk,2018,Mature,Sci-Fi,7.8,332,Poland,11 bit studios,0.87
The Division 2,2019,Mature,Thriller,7.8,935,Sweden,Massive Entertainment,0.8
Dangerous Dave,1988,Not Rated,Adventure,7.8,21,United States,Softdisk,0.73
Destiny 2: Forsaken,2018,Teen,Fantasy,7.8,476,United States,Blindlight,0.72
Punch Line,2016,Mature,Adventure,7.8,5,Japan,5pb.,0.72
Ancestors Legacy,2018,Not Rated,Action,7.8,20,Poland,Destructive Creations,0.67
The Little Mermaid II,2000,Not Rated,Mystery,7.8,22,United States,THQ,0.56
Devilman,2000,Not Rated,Fantasy,7.8,6,Japan,Unknown,0.54
Last Seen Online,2016,Not Rated,Mystery,7.8,6,United Kingdom,Unrd,0.53
Caesar III,1998,Not Rated,Unknown,7.8,57,United Kingdom,Impression Games,0.52
Mario + Rabbids Kingdom Battle: Donkey Kong Adventure,2018,Not Rated,Adventure,7.8,32,Italy,Ubisoft Milan,0.49
King's Bounty: Warriors of the North,2012,Not Rated,Fantasy,7.8,13,Russia,Katauri Interactive,0.47
King's Bounty: The Legend,2008,Not Rated,Fantasy,7.8,39,Russia,Katauri Interactive,0.47
Near Death,2016,Not Rated,Adventure,7.8,6,United States,Orthogonal Games,0.42
Starlink: Battle for Atlas,2018,Everyone1Adults Only+,Sci-Fi,7.8,170,Canada,Ubisoft Toronto,0.41
Airborne Ranger,1987,Not Rated,Action,7.8,6,United States,MicroProse Software Inc.,0.4
Resident Evil: Origins Collection,2016,Mature,Horror,7.8,40,Japan,Unknown,0.38
Raw Danger!,2006,Teen,Action,7.8,14,Japan,Unknown,0.37
Hundra,1988,Not Rated,Unknown,7.8,6,Spain,Unknown,0.37
Ghost of a Tale,2018,Not Rated,Fantasy,7.8,41,France,SeithCG,0.32
Sleepy Hollow Virtual Reality Experience,2015,Not Rated,Fantasy,7.8,6,United States,Secret Location,0.32
Into the Breach,2018,Not Rated,Sci-Fi,7.8,142,China,Subset Games,0.32
The Twilight Zone,1988,Not Rated,Horror,7.8,9,United States,Gigabit Systems,0.32
TrackMania 2: Canyon,2011,Not Rated,Unknown,7.8,8,France,Nadeo,0.32
F-22 Lightning 3,1999,Not Rated,Action,7.8,6,United States,NovaLogic,0.31
Xenonauts,2014,Not Rated,Sci-Fi,7.8,10,United Kingdom,Goldhawk Interactive,0.3
Counter-Strike: Source,2004,Not Rated,Crime,7.8,729,United States,Unknown,0.29
Carcassonne,2007,Not Rated,Unknown,7.8,6,United States,Unknown,0.29
Planet Coaster,2016,Everyone,Adventure,7.8,158,United Kingdom,Frontier Developments,0.28
Valkyria Chronicles 4,2018,Teen,Drama,7.8,109,Japan,Sega,0.27
Ultimate Chicken Horse,2016,Everyone1Adults Only+,Comedy,7.8,86,Unknown,Clever Endeavour Games,0.27
Timon & Pumbaa Virtual Safari 2.0,2004,Not Rated,Unknown,7.8,7,United States,Walt Disney Studios Home Entertainment,0.27
Battlestar Galactica: Deadlock,2017,Not Rated,Sci-Fi,7.8,8,Australia,Unknown,0.26
The Dream Machine,2010,Not Rated,Unknown,7.8,13,Sweden,Cockroach,0.25
Dishonored: Death of the Outsider,2017,Mature,Fantasy,7.8,864,United States,Arkane Studios,0.25
The Legend of Heroes: Trails in the Sky,2004,Teen,Fantasy,7.8,64,Japan,Nihon Falcom Corporation,0.24
Arthur's Reading Race,1997,Not Rated,Family,7.8,6,United States,Brøderbund Software,0.24
Danjon ni deai o motomerunowa machigatteirudarouka: Memoria furôze,2017,Not Rated,Drama,7.8,9,Japan,Wright Flyer Studios,0.23
.hack//G.U. Last Recode,2017,Teen,Drama,7.8,34,Japan,Cyber Connect 2,0.23
Generator Rex: Agent of Providence,2011,Everyone1Adults Only+,Unknown,7.8,24,United States,Activision,0.23
Homefront: The Revolution - Beyond the Walls,2017,Not Rated,Unknown,7.8,8,Unknown,Deep Silver Dambuster,0.22
The Infectious Madness of Doctor Dekker,2017,Not Rated,Thriller,7.8,73,United Kingdom,D'Avekki Studios Limited,0.2
Indivisible,2019,Teen,Fantasy,7.8,59,United States,Level Zero Games,0.2
OK K.O.! Lakewood Plaza Turbo,2016,Not Rated,Adventure,7.8,12,United States,Capybara Games,0.19
Ace Combat 7: Skies Unknown,2019,Teen,Drama,7.8,244,Japan,Bandai Namco Studios,0.19
Battle Realms: Winter of the Wolf,2002,Teen,Fantasy,7.8,9,United States,Liquid Entertainment,0.18
Octopath Traveler,2018,Teen,Fantasy,7.8,263,Japan,Aquire,0.18
Guardians of the Galaxy: The Telltale Series,2017,Teen,Comedy,7.8,836,United States,Marvel Entertainment,0.17
Final Fight CD,1993,Not Rated,Unknown,7.8,10,Japan,Capcom Company,0.17
Faiâ enburemu Echoes: Mouhitori no eiyuuou,2017,Teen,Crime,7.8,182,Japan,Intelligent Systems,0.16
Hana zakari no kimitachi e: Boys Love You,2017,Not Rated,Romance,7.8,6,Japan,Unknown,0.16
Melty Blood: Actress Again Current Code,2010,Not Rated,Horror,7.8,22,Japan,Ecole,0.15
Toransufômâ hyûman araiansu,2014,Not Rated,Unknown,7.8,8,Japan,Unknown,0.15
Shatterhand,1991,Not Rated,Unknown,7.8,17,Japan,Natsume,0.15
Tales of Hearts,2008,Teen,Unknown,7.8,6,Japan,7th Chord,0.15
Shadow Fight 2,2013,Not Rated,Fantasy,7.8,106,Cyprus,Nekki,0.14
Star Wars: Battlefront - Outer Rim,2016,Teen,Sci-Fi,7.8,12,Sweden,Digital Illusions CE (DICE),0.14
Cry of Fear,2013,Not Rated,Horror,7.8,92,Sweden,Unknown,0.14
Magia rekôdo: Mahou shoujo Madoka magika gaiden,2016,Not Rated,Fantasy,7.8,12,Japan,Aniplex,0.14
Chaos Rings II,2012,Not Rated,Action,7.8,6,Japan,Media Vision,0.14
Igujisuto âkaivu,2015,Teen,Adventure,7.8,5,Japan,Spike Chunsoft,0.13
The Room,2012,Everyone,Mystery,7.8,114,United Kingdom,Fireproof Studios,0.13
Eisenhorn: Xenos,2016,Not Rated,Action,7.8,15,United Kingdom,Pixel Hero Games,0.13
Con Man: The Game,2016,Teen,Comedy,7.8,28,United States,Unknown,0.13
Tadpole Treble,2016,Not Rated,Music,7.8,9,United States,BitFinity Games,0.13
Art of Murder: Cards of Destiny,2010,Mature,Sci-Fi,7.8,22,United States,City Interactive,0.12
Geheimakte: Sam Peters,2013,Not Rated,Adventure,7.8,65,Germany,Animation Arts,0.12
Let's Explore the Farm,1995,Not Rated,Family,7.8,5,United States,Humongous Entertainment,0.12
Senran Kagura: Estival Versus,2015,Mature,Comedy,7.8,32,Japan,Marvelous Interactive,0.11
Atlas Reactor,2016,Not Rated,Action,7.8,9,United States,Trion Worlds,0.11
Nelly Cootalot: The Fowl Fleet,2016,Everyone,Family,7.8,12,United Kingdom,Unknown,0.11
Ever Oasis,2017,Everyone1Adults Only+,Action,7.8,23,Japan,Grezzo,0.1
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Not Rated,Action,7.8,59,United Kingdom,Pocket Studios,0.1
Borderlands: The Pre-Sequel - Claptastic Voyage,2015,Not Rated,Action,7.8,125,Unknown,Gearbox Software,0.1
Jeff Wayne's the War of the Worlds,1998,Teen,Sci-Fi,7.8,6,United Kingdom,Rage Games,0.1
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,2006,Teen,Adventure,7.8,36,Japan,Bandai Namco Games,0.1
Zero Escape: Koku no jirenma,2016,Mature,Sci-Fi,7.8,153,Japan,Chime,0.09
We Are Angels,1997,Not Rated,Comedy,7.8,21,Germany,Simulmondo,0.09
Antichamber,2013,Not Rated,Adventure,7.8,83,Australia,Unknown,0.08
3-D Dinosaur Adventure,1993,Not Rated,Unknown,7.8,7,United States,Knowledge Adventure,0.08
Snowboard Kids,1997,Adults Only,Action,7.8,43,Japan,Racjin Co. Ltd.,0.08
Cities: Skylines,2015,Everyone,Adventure,7.8,700,Finland,Colossal Order,0.08
Ikki Tousen: Shining Dragon,2007,Not Rated,Action,7.8,6,Japan,DreamFactory Co. Ltd.,0.07
Don't Escape 2,2015,Not Rated,Mystery,7.8,13,Unknown,Unknown,0.07
Deeper Sleep,2013,Not Rated,Mystery,7.8,14,Poland,Unknown,0.07
BattleTanx,1998,Teen,Action,7.8,13,United States,Lucky Chicken Games,0.07
Naruto: The Broken Bond,2008,Teen,Adventure,7.8,40,United States,Ubisoft Montreal,0.06
Stella Glow,2015,Teen,Fantasy,7.8,16,Japan,Imageepoch,0.06
Naruto Shippûden: Ultimate Ninja 4,2007,Teen,Adventure,7.8,106,Japan,Cyber Connect 2,0.06
Dropsy,2015,Teen,Fantasy,7.8,27,Unknown,A Jolly Corpse,0.06
One Finger Death Punch,2013,Not Rated,Adventure,7.8,43,Canada,Silver Dollar Games,0.05
Don Bradman Cricket 14,2014,Not Rated,Sport,7.8,47,Australia,Big Ant Studio,0.05
The Inner World,2013,Not Rated,Fantasy,7.8,42,Germany,Studio Fizbin,0.05
Micro Machines 2: Turbo Tournament,1996,Not Rated,Sport,7.8,31,United Kingdom,Codemasters Software Company,0.05
Unravel,2016,Everyone,Fantasy,7.8,868,Sweden,ColdWood Interactive,0.05
Papa's Hot Doggeria,2012,Not Rated,Family,7.8,8,United States,Flipline Studios,0.05
Kyaputen Tsubasa,1988,Not Rated,Sport,7.8,35,Japan,Tecmo,0.04
Los justicieros,1996,Not Rated,Western,7.8,6,Spain,PicMatic S.A.,0.04
R.U.S.E.,2010,Not Rated,History,7.8,20,France,Eugen Systems,0.04
Persona 4 Arena,2012,Teen,Fantasy,7.8,75,Japan,Arc System Works,0.04
Dynasty Warriors: Gundam 3,2010,Teen,Sci-Fi,7.8,21,Japan,Omega Force,0.04
Total War: Attila,2015,Not Rated,War,7.8,242,United Kingdom,Creative Assembly,0.03
Sherlock Holmes: Crimes and Punishments,2014,Mature,Mystery,7.8,489,Unknown,Frogwares Game Development Studio,0.03
Chivalry: Deadliest Warrior,2013,Not Rated,History,7.8,14,United States,Torn Banner Studios,0.03
Yu-Gi-Oh! Zexal: World Duel Carnival,2014,Not Rated,Action,7.8,8,Japan,Konami Digital Entertainment,0.03
Sonnyy ad,2014,Mature,Thriller,7.8,39,Russia,Krivenchuk Vladislav and Company,0.03
Bitter Frost (Frost Series Game),2014,Not Rated,Action,7.8,49,United States,Sparklesoup,0.02
The Banner Saga 2,2016,Not Rated,Fantasy,7.8,125,United States,Stoic Studio,0.02
WildStar,2014,Not Rated,Unknown,7.8,59,United States,Carbine Studios,0.02
Mark of the Ninja,2012,Not Rated,Thriller,7.8,339,Canada,Klei Entertainment,0.02
Kunio-Kun No Nekketsu Soccer League,1993,Not Rated,Sport,7.8,20,Japan,Technos Japan,0.02
HuniePop,2014,O,Romance,7.8,182,Unknown,Huniepot,0.02
Lego The Hobbit: The Video Game,2014,Everyone1Adults Only+,Comedy,7.8,959,United States,Metro-Goldwyn-Mayer (MGM),0.02
Fantastic Dizzy,1991,Not Rated,Adventure,7.8,24,United States,Codemasters Software Company,0.02
Hoshi no Kâbî: Toripuru derakkusu,2014,Everyone,Adventure,7.8,881,Japan,HAL Laboratory,0.02
T'ai Fu: Wrath of the Tiger,1999,Teen,Adventure,7.8,21,United States,DreamWorks Interactive,0.02
Pro Evolution Soccer 2013,2012,Everyone,Sport,7.8,750,Japan,Konami,0.02
Putt-Putt Enters the Race,1998,Not Rated,Sport,7.8,27,United States,Humongous Entertainment,0.01
Amazing Alex,2013,Everyone,Family,7.8,8,United States,Rovio Entertainment,0.01
Pokepâku 2 BW: Biyondo za wârudo,2011,Everyone,Adventure,7.8,40,Japan,Creatures,0.01
Mario Golf: World Tour,2014,Everyone,Sport,7.8,162,Japan,Camelot Software Planning,0.01
New Super Luigi U,2013,Everyone,Fantasy,7.8,976,Japan,Nintendo,0.01
Animaniacs: The Great Edgar Hunt,2005,Everyone,Comedy,7.8,29,United States,Warner Bros. Interactive Entertainment (WBIE),0.01
Magic: The Gathering - Duels of the Planeswalkers 2014,2013,Not Rated,Adventure,7.8,65,United States,Wizards of the Coast,0.01
The Simpsons: Tapped Out,2012,Teen,Family,7.8,720,United States,EA Mobile,0.01
Praetorians,2003,Not Rated,War,7.8,36,Spain,Pyro Studios,0.01
Space Quest: Vohaul Strikes Back,2011,Not Rated,Adventure,7.8,9,United States,Team VSB,0.01
Shock Wave,1994,Adults Only,Sci-Fi,7.8,6,United States,Electronic Arts Productions,0.02
Men of War: Assault Squad,2012,Not Rated,Action,7.8,23,United Kingdom,Unknown,0.31
Sins of a Solar Empire,2008,Not Rated,Sci-Fi,7.8,38,Canada,Ironclad Games,1.46
Fainaru fantajî XIV: Shinsei eoruzea,2012,Teen,Fantasy,7.8,225,Japan,Square Enix Company,0.59
The Adventures of Tintin: Secret of the Unicorn iOS,2011,Not Rated,Adventure,7.8,19,France,Gameloft,0.4
X-COM: Terror from the Deep,1995,Not Rated,Sci-Fi,7.8,68,United Kingdom,MicroProse Software Inc.,0.34
The Unfinished Swan,2012,Not Rated,Mystery,7.8,403,United States,Giant Sparrow,0.27
Pillars of Eternity,2015,Mature,Fantasy,7.8,440,United States,Obsidian Entertainment,0.05
Tesla Effect,2014,Not Rated,Sci-Fi,7.8,142,United States,Big Finish Games,0.03
Snow Bros.: Nick & Tom,1990,Not Rated,Fantasy,7.8,66,Japan,Toaplan,0.02
Killzone: Mercenary,2013,Mature,War,7.8,147,United Kingdom,Guerrilla Games,0.02
Dance Central 3,2012,Teen,Musical,7.8,43,United States,Backbone Entertainment,0.02
LittleBigPlanet PS Vita,2012,Not Rated,Family,7.8,168,United Kingdom,Double Eleven,0.01
Freedom Planet,2014,Everyone1Adults Only+,Sci-Fi,7.8,53,United States,GalaxyTrail,1.15
Seinto Seiya senki,2011,Not Rated,Fantasy,7.8,14,Japan,Dimps Corporation,0.6
Hokuto muso,2010,Mature,Fantasy,7.8,48,Japan,Unknown,0.47
Strider 2,1999,Everyone,Unknown,7.8,29,Japan,Capcom Company,0.19
Horn,2012,Not Rated,Adventure,7.8,8,United States,Phosphor Games,0.03
Dust: An Elysian Tail,2012,Everyone1Adults Only+,Fantasy,7.8,341,United States,Humble Hearts,0.02
Formula 1: 2011,2011,Everyone,Sport,7.8,62,United Kingdom,Codemasters Software Company,0.01
PO'ed,1995,Mature,Sci-Fi,7.8,10,United States,Any Channel,0.2
ShootMania,2013,Not Rated,Action,7.8,6,United States,Nadeo,0.16
Tetris,1988,Not Rated,Family,7.8,56,Japan,Sega Enterprises,0.14
Thomas Was Alone,2012,Everyone,Sci-Fi,7.8,321,United Kingdom,THQ,0.13
Ninja Ryûkenden,1989,Not Rated,Fantasy,7.8,71,Japan,Strong Team,0.09
Runaway: A Twist of Fate,2009,Not Rated,Mystery,7.8,44,Spain,Péndulo Studios,0.08
Krull,1983,Not Rated,Fantasy,7.8,29,United States,D. Gottlieb & Co.,0.07
Binary Domain,2012,Mature,Thriller,7.8,427,Japan,Ryu Ga Gotoku Studio,0.06
Zombie Squash,2012,Not Rated,Action,7.8,12,United States,ACW Games,0.04
Nikita: Codebreaker,2012,Not Rated,Action,7.8,11,United States,Retrofit Films,0.04
Psychic 5,1987,Not Rated,Fantasy,7.8,8,Japan,NMK,0.03
The Goonies,1986,Not Rated,Family,7.8,47,Japan,Konami Industries,0.03
Pandora no tou: Kimi no moto e kaerumade,2011,Teen,Fantasy,7.8,28,Japan,Ganbarion,0.03
The Jackbox Party Pack 3,2016,Not Rated,Game Show,7.8,5,United States,Jackbox Games,0.03
Kingdoms of Amalur: Reckoning,2012,Mature,Fantasy,7.8,909,United States,38 Studios,0.02
Doctor Who: The Adventure Games - The Gunpowder Plot,2011,Not Rated,Sci-Fi,7.8,77,United Kingdom,BBC Wales,0.02
TuneLand - Starring Howie Mandel,1993,Adults Only,Musical,7.8,8,United States,7th Level Productions,0.02
Nancy Drew: Alibi in Ashes,2011,Everyone,Mystery,7.8,47,United States,Her Interactive Inc.,0.02
Biburibon,1999,Everyone,Music,7.8,36,Japan,Nana-On Sha,0.01
Luigi's Mansion: Dark Moon,2013,Everyone,Fantasy,7.8,870,Japan,Next Level Games,0.01
Rise of Nightmares,2011,Not Rated,Horror,7.8,38,Japan,Unknown,0.27
Major League Baseball 2K11,2011,Everyone,Sport,7.8,13,United States,2K Sports,0.09
Akumajô Dracula: Ubawareta Kokuin,2008,Not Rated,Fantasy,7.8,105,Japan,Konami Computer Entertainment,0.08
Debiru sabaibâ 2,2011,Not Rated,Unknown,7.8,34,Japan,Atlus,0.06
The Centennial Case: A Shijima Story,2022,Teen,Mystery,7.8,7,Japan,Square Enix Holdings,0.06
Sonic the Hedgehog 2 Absolute,2022,Not Rated,Family,7.8,5,United States,Sega,0.05
Tsumi to batsu: Uchuu no koukeisha,2009,Teen,Sci-Fi,7.8,40,Japan,Unknown,0.04
Star Fox 64 3D,2011,Everyone1Adults Only+,Sci-Fi,7.8,134,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.03
Reigns,2016,Teen,Fantasy,7.8,6,United States,Nerial,0.03
Half-Life: Field Intensity,2022,Mature,Thriller,7.8,9,Ukraine,Hazard Team,0.03
TUNIC,2022,Everyone1Adults Only+,Fantasy,7.8,67,United States,Isometricorp Games,0.02
Reiton-kyôju VS Gyakuten saiban,2012,Teen,Drama,7.8,108,Japan,Level-5,0.01
Shatter,2009,Everyone,Sci-Fi,7.8,13,New Zealand,Sidhe Interactive,0.01
TV Superstars,2010,Not Rated,Game Show,7.8,14,United Kingdom,SCE Studio Cambridge,0.01
Dance Central,2010,Teen,Musical,7.8,70,United States,Harmonix Music Systems,0.19
Heavy Rain: Chronicle One - The Taxidermist,2010,Mature,Thriller,7.8,207,France,Quantic Dream,0.1
Digimon World,1999,Teen,Action,7.8,132,United States,Bandai,0.54
CR: Titanic,2011,Not Rated,Drama,7.8,16,Japan,Twentieth Century Fox,1.5
Sifu,2022,Mature,Adventure,7.8,261,France,Sloclap,0.51
Evil Genius,2004,Not Rated,Unknown,7.8,44,United States,Elixir Studios,0.27
NHL 11,2010,Not Rated,Sport,7.8,117,Canada,Electronic Arts (EA),0.25
Michael Jackson: The Experience,2010,Everyone1Adults Only+,Musical,7.8,124,France,Ubisoft Montpellier Studio,0.22
Wallace & Gromit's Grand Adventures: The Bogey Man,2009,Not Rated,Family,7.8,27,United States,Telltale Games,0.22
Doctor Who: The Adventure Games - Blood of the Cybermen,2010,Not Rated,Sci-Fi,7.8,73,United Kingdom,BBC Wales,0.2
Fate,2005,Not Rated,Adventure,7.8,17,United States,Encore Software,0.2
Corpse Party,2021,Mature,Mystery,7.8,6,Japan,5pb.,0.2
Yoga Wii,2009,Everyone,Sport,7.8,8,United States,Resnick Interactive Development,0.2
Nerf: Legends,2021,Not Rated,Sport,7.8,5,United States,Unknown,0.2
Scott Pilgrim vs. the World: The Game,2010,Teen,Comedy,7.8,329,United States,Closed on Mondays Entertainment,0.18
