Name,year,esrp,genre,rate,vote,country,company
The Super Shinobi,1989,19891989EE,ActionAdventureFantasy,7.8,177,Japan,Team Shinobi
MechWarrior 3: Pirates' Moon,1999,19991999,ActionAdventureSci-Fi,7.8,23,United States,Zipper Interactive Inc.
Guilty Gear XX,2002,20022002TT,ActionFantasySci-Fi,7.8,164,Japan,Arc System Works
Medal of Honor: Allied Assault - Spearhead,2003,20032003,ActionAdventureWar,7.8,765,United States,Electronic Arts (EA)
S.T.U.N. Runner,1989,19891989,ActionSci-FiSport,7.8,18,United States,Atari Games
MechWarrior,1989,19891989,ActionAdventureSci-Fi,7.8,44,United States,Activision
World of Illusion,1992,19921992,ActionAdventureFantasy,7.8,104,United States,
MechWarrior 4: Mercenaries,2002,20022002,ActionAdventureSci-Fi,7.8,66,United States,Cyberlore Studios
Panzer Dragoon Orta,2002,20022002TT,ActionAdventureDrama,7.8,94,Japan,Smilebit Corporation
The Thing,2002,20022002MM,ActionHorrorMystery,7.8,688,United States,Black Label Games
FIFA Road to World Cup 98,1997,19971997,ActionSport,7.8,485,Canada,Electronic Arts (EA)
Star Wars: Bounty Hunter,2002,20022002TT,ActionAdventureFantasy,7.8,683,United States,LucasArts Entertainment Company
Scooby-Doo: Night of 100 Frights,2002,20022002EE,AdventureComedyMystery,7.8,242,United States,THQ
Persona 2: Tsumi,1999,19991999TT,ActionAdventureFantasy,7.8,166,Japan,
The Lion King,1994,19941994K-AK-A,ActionAdventureFamily,7.8,1.8K,United States,Dark Technologies
Worms 2,1997,19971997,ActionComedyWar,7.8,898,United Kingdom,MicroProse Software Inc.
Zeruda no densetsu: Fushigi no ki no mi - Daichi no shô,2001,20012001EE,AdventureFamilyFantasy,7.8,616,Japan,Capcom Company
Zeruda no densetsu: Fushigi no ki no mi - Jikû no shô,2001,20012001EE,AdventureFamilyFantasy,7.8,590,Japan,Capcom Entertainment
Demon Attack,1982,19821982UnratedUnrated,ActionAdventureSci-Fi,7.8,32,United States,Imagic
Escape Velocity,1996,19961996,ActionAdventureSci-Fi,7.8,13,United States,
Wario Land 4,2001,20012001EE,ActionAdventureComedy,7.8,231,Japan,Nintendo
Galaga,1981,19811981UnratedUnrated,ActionSci-Fi,7.8,620,Japan,Namco
Doragon kuesuto III: Soshite densetsu e...,1988,19881988,AdventureFantasy,7.8,117,Japan,Armor Project
Die Hard Arcade,1996,19961996TT,ActionAdventure,7.8,72,United States,Sega AM1
The Empire Strikes Back,1992,19921992EE,ActionAdventureSci-Fi,7.8,65,United States,JVC Entertainment Networks
WWF WrestleFest,1991,19911991UnratedUnrated,Sport,7.8,52,Japan,Technos Japan
Virtua Fighter 4,2002,20022002TT,Action,7.8,171,Japan,SEGA/AM2 Company
Ascendancy,1995,19951995,Sci-Fi,7.8,21,United States,The Logic Factory Inc.
SimCity,1989,19891989,ActionAdventure,7.8,365,United States,Maxis
Mech Commander 2,2001,20012001TT,Family,7.8,34,United States,Bright Pictures
Warpath: Jurassic Park,1999,19991999TT,ActionSci-Fi,7.8,89,United States,Black Ops Entertainment
Doom 3,2004,20042004MM,ActionHorrorSci-Fi,7.8,4.1K,United States,Vicarious Visions
Risk,1994,19941994EE,,7.8,27,United States,Hasbro Interactive
Arubâto odessei gaiden: Legend of Eldean,1996,19961996,,7.8,10,Japan,Sunsoft
Monster Farm 2,1999,19991999EE,ActionFantasy,7.8,47,Japan,Tecmo
Tony Hawk's Pro Skater 3,2001,20012001TT,Sport,7.8,1.2K,United States,Neversoft Entertainment
Spider-Man 2: Enter Electro,2001,20012001EE,ActionAdventureCrime,7.8,573,United States,Marvel Enterprises
F-Zero X,1998,19981998EE,ActionSci-FiSport,7.8,364,Japan,Nintendo
Theme Hospital,1997,19971997,ComedyFamily,7.8,421,Canada,Bullfrog Productions Ltd.
Wario rando 2: nusumareta zaihô,1998,19981998,ActionAdventureComedy,7.8,152,Japan,Nintendo
Wario Land 3,2000,20002000EE,ActionAdventureComedy,7.8,175,Japan,Nintendo
Ore! Tomba,1997,19971997EE,AdventureFamily,7.8,108,Japan,Sony Computer Entertainment
G Police: Weapons of Justice,1999,19991999TT,ActionAdventure,7.8,11,United States,Psygnosis
G Police,1997,19971997EE,ActionAdventureSci-Fi,7.8,57,United Kingdom,Psygnosis
Metal Slug X,1999,19991999TT,Action,7.8,376,Japan,SNK Electronics Corp.
Kingdom Under Fire: A War of Heroes,2001,20012001TT,ActionAdventureFantasy,7.8,33,South Korea,Phantagram
Oni,2001,20012001TT,ActionAdventureCrime,7.8,197,United States,Bungie Software
Interstate '82,1999,19991999,,7.8,29,United States,Activision
Empire Earth,2001,20012001,ActionAdventureFantasy,7.8,316,United States,Stainless Steel Studios
Loom,1990,19901990,AdventureFantasyMusic,7.8,272,United States,LucasArts Entertainment Company
Tony Hawk's Pro Skater,1999,19991999TT,ActionSport,7.8,1.1K,United States,Neversoft Entertainment
Lost Vikings 2,1997,19971997,ActionAdventureFantasy,7.8,48,United States,Beam Software
WWF SmackDown! 2: Know Your Role,2000,20002000TT,ActionSport,7.8,402,United States,THQ
Wipeout 3 Special Edition,2000,20002000,ActionSci-FiSport,7.8,14,United Kingdom,
Road Rash: Jailbreak,1999,19991999TT,ActionAdventure,7.8,62,United States,Electronic Arts (EA)
Grand Theft Auto,1997,19971997MM,ActionCrime,7.8,3.9K,United Kingdom,DMA Design
Rockman X4,1997,19971997K-AK-A,ActionAdventureMystery,7.8,384,Japan,Capcom Company
Atlantis II,1999,19991999EE,AdventureFantasyMystery,7.8,21,France,Cryo Interactive Entertainment
Indiana Jones and the Infernal Machine,1999,19991999,ActionAdventureFantasy,7.8,285,United States,Factor 5
Global Domination,2000,20002000,War,7.8,9,United States,
Biohazard Ø,2002,20022002MM,ActionHorrorSci-Fi,7.8,2.3K,Japan,Capcom Company
Dino Crisis,1999,19991999MM,ActionAdventureHorror,7.8,1.5K,Japan,Capcom Company
Forgotten Realms: Icewind Dale,2000,20002000,AdventureFantasy,7.8,678,United States,Black Isle Studios
Silent Steel,1995,19951995,ActionAdventure,7.8,38,United States,Tsunami Entertainment
"Freddy Pharkas, Frontier Pharmacist",1994,19941994,AdventureComedyWestern,7.8,57,United States,Sierra Entertainment
Ms. Pac-Man,1982,19821982,ActionFamilyFantasy,7.8,573,United States,Digital Eclipse
Goosebumps: Attack of the Mutant,1997,19971997K-AK-A,ActionAdventureFamily,7.8,56,Canada,DreamWorks Interactive
The Hunchback of Notre Dame: Topsy Turvy Games,1996,19961996,ComedyFamily,7.8,19,United States,7th Level Productions
Monty Python's Complete Waste of Time,1994,19941994,ComedyMusical,7.8,83,United Kingdom,The Seventh Level
Zanac,1986,19861986,,7.8,19,Japan,Compile
Little Nemo: The Dream Master,1990,19901990,ActionAdventureFantasy,7.8,104,United States,Capcom Company
Rudora no hihou,1996,19961996,DramaHorrorAdventure,7.8,29,Japan,Square Company
The Muppet CDROM: Muppets Inside,1996,19961996EE,AdventureComedyFamily,7.8,39,United States,Starwave
Star Trek: Armada,2000,20002000,ActionAdventureSci-Fi,7.8,213,United States,Activision
Giants: Citizen Kabuto,2000,20002000MM,ActionAdventureFantasy,7.8,119,United States,Interplay Entertainment
Akumajô Dorakyura,1986,19861986Not RatedNot Rated,ActionAdventureFantasy,7.8,1.3K,Japan,Konami Industries
Blue's Birthday Adventure,1998,19981998,AnimationShortAdventure,7.8,21,United States,Humongous Entertainment
Black Dahlia,1998,19981998TT,AdventureCrimeFantasy,7.8,150,United States,
Command & Conquer: Tiberian Sun,1999,19991999TT,ActionSci-FiWar,7.8,1.7K,United States,Westwood Studios Inc.
The 7th Guest,1993,19931993TT,AdventureHorrorMystery,7.8,254,United States,Trilobyte
Time Traveler,1991,19911991TT,ActionAdventureSci-Fi,7.8,19,United States,GTE Entertainment
The Daedalus Encounter,1995,199519951212,AdventureSci-Fi,7.8,64,United States,Mechadeus
DuckTales: The Quest for Gold,1990,19901990,ActionAdventureComedy,7.8,89,United States,Disney Software
Disruptor,1996,19961996TT,ActionMysterySci-Fi,7.8,37,United States,Insomniac Games
SimSafari,1998,19981998EE,Adventure,7.7,7,United States,Maxis
Endless Space,2012,20122012,Sci-Fi,7.7,18,United States,Amplitude Studios
Dragon's Dogma: Dark Arisen,2013,20132013,ActionAdventureFantasy,7.7,131,United States,Capcom
Ghost Squad,2007,20072007TT,Action,7.7,21,Japan,Polygon Magic
Batman: Arkham City - Harley Quinn's Revenge,2012,20122012,ActionCrimeSci-Fi,7.7,303,,
Curse of the Azure Bonds,1989,19891989,AdventureFantasy,7.7,7,United States,Strategic Simulations Inc.
Zeruda no Densetsu: Kamigami no Toraifôsu ando Yotsu no Tsurugi,2002,20022002EE,ActionAdventureFantasy,7.7,48,Japan,Capcom Company
Arena of Valor,2016,20162016,AnimationActionFantasy,7.7,34,United States,Hexany Audio
Towerfall Ascension,2014,20142014E10+E10+,ActionAdventureFantasy,7.7,42,United States,Matt Makes Games
"The Exorcist: Legion VR, Chapter 2 Idle Hands",2018,20182018,Horror,7.7,11,United States,
Angband,1993,19931993,AdventureFantasy,7.7,7,,
Resident Evil 7 Teaser Demo: Beginning Hour,2016,20162016MM,HorrorMysteryThriller,7.7,126,Japan,Capcom Company
Isekai maou to shoukan shoujo no dorei majutsu X: Reverie,2018,20182018,Romance,7.7,61,Japan,Visualize
Persona 3: Dancing Moon Night,2018,20182018TT,Music,7.7,54,Japan,Atlus
My Child Lebensborn,2018,20182018,,7.7,14,Norway,Sarepta Studio
Monster Prom,2018,20182018,ComedyFantasyRomance,7.7,51,,
Spy vs. Spy,2005,20052005,,7.7,24,United States,
Winx Club,2006,20062006,AnimationActionAdventure,7.7,37,Japan,DC Comics
Total War: Three Kingdoms,,,Action,7.7,94,United Kingdom,
Paranormal Activity: The Lost Soul,2017,20172017,Horror,7.7,29,United States,VRWERX
Slay the Spire,2019,20192019,ActionAdventureFantasy,7.7,191,United States,Mega Crit
"Adventures of Bertram Fiddle: Episode 2, a Bleaker Predicklement",2017,20172017,,7.7,7,United Kingdom,
Accounting+,2017,20172017MM,AdventureComedyHorror,7.7,43,United States,Crows Crows Crows
Sûpâ robotto taisen X,2018,20182018,ActionAdventureSci-Fi,7.7,7,Japan,B.B. Studio
Darkwood,2017,20172017,HorrorMysteryThriller,7.7,77,Poland,Acid Wizard Studio
Fell Seal: Arbiter's Mark,2018,20182018,AdventureFantasy,7.7,9,United States,6 Eyes Studio
Super Monkey Ball Deluxe,2005,20052005,ActionAdventure,7.7,38,Japan,Sega
Shin Megami Tensei II,1994,19941994,AdventureFantasyHorror,7.7,32,Japan,Atlus
Monster Hunter: World,2018,20182018TT,ActionAdventureFantasy,7.7,826,Japan,Capcom USA
Tales of Xillia,2011,20112011TT,Fantasy,7.7,79,Japan,Bandai Namco Studios
Gangstar Vegas,2013,20132013MM,ActionAdventureCrime,7.7,61,Canada,Gameloft Montreal
Knack II,2017,20172017E10+E10+,ActionAdventureFamily,7.7,213,Japan,JapanStudio
The Grim Adventures of Billy & Mandy: The Fright Before Christmas,2005,20052005,ActionAdventureComedy,7.7,8,United States,Cartoon Network
Street Fighter III: Double Impact,1999,19991999TT,Action,7.7,35,Japan,Capcom Company
Battle Chasers: NightWar,2017,20172017TT,ActionAdventureFantasy,7.7,77,United States,Airship Syndicate
Calvino Noir,2015,20152015,ActionAdventureHistory,7.7,7,United States,
Dream Daddy: A Dad Dating Simulator,2017,20172017TT,Romance,7.7,82,United States,Game Grumps Entertainment
Real Racing 3,2013,20132013EE,ActionAdventureSport,7.7,53,Australia,Firemonkeys
Mr. Robot: 1.51exfiltrati0n,2016,20162016,Adventure,7.7,10,United States,
Arthur's Birthday,1994,19941994ECEC,AnimationComedyFamily,7.7,10,United States,Brøderbund Software
The Interactive Adventures of Dog Mendonça & Pizzaboy,2016,20162016,AdventureComedyFantasy,7.7,10,Portugal,OKAM Studio
Buck Rogers: Countdown to Doomsday,1990,19901990,,7.7,8,United States,Strategic Simulations Inc.
Re-Volt,1999,19991999EE,ActionFamilySport,7.7,45,United Kingdom,Acclaim Studios
Dragon Mania Legends,2016,20162016,Fantasy,7.7,11,United States,
Access Code,2017,20172017EE,ActionAdventureMystery,7.7,11,United States,Hidden Path Entertainment
Scooby Doo: The Scary Stone Dragon,2003,20032003,AnimationActionAdventure,7.7,12,United States,Hanna-Barbera Productions
Ultimate Marvel vs. Capcom 3,2011,20112011TT,ActionAdventureFantasy,7.7,360,United States,Capcom Company
The Sexy Brutale,2017,20172017TT,AdventureMysteryThriller,7.7,63,Spain,Cavalier Game Studios
Fistful of Frags,2014,20142014,ActionWestern,7.7,16,United States,Steam Powered Video
Yu-Gi-Oh! Duel Monsters 5 Expert 1,2001,20012001EE,Adventure,7.7,80,Japan,Konami
Stories Untold,2017,20172017,AdventureHorrorSci-Fi,7.7,121,United Kingdom,
Pinstripe,2017,20172017,Fantasy,7.7,61,United States,
Tiny Toon Adventures: Acme All-Stars,1994,19941994GAGA,FamilySport,7.7,18,Japan,Konami
Klaus,2016,20162016,ActionAdventureDrama,7.7,9,United States,La Cosa Entertainment
Splatoon 2,2017,20172017E10+E10+,ActionAdventureFantasy,7.7,617,Japan,Nintendo
OpenTTD,2004,20042004,,7.7,7,,
Teenage Mutant Ninja Turtles: Legends,2016,20162016,,7.7,12,Canada,Ludia
Oideyo Dobutsu no Mori,2005,20052005EE,Family,7.7,224,Japan,Nintendo
Clock Tower,1995,19951995EE,Horror,7.7,106,Japan,Human Entertainment
Richard Burns Rally,2004,20042004,Sport,7.7,17,Sweden,
Cossacks: Back to War,2002,20022002,HistoryWar,7.7,26,Ukraine,GSC Game World
Zuì Zhong Huanxiang 7,2005,20052005,Action,7.7,36,China,ShenZhen Nanjing Technology
Panzer General II,1997,19971997,,7.7,15,,Strategic Simulations Inc.
Jojo no kimyouna bouken: Sutâdasuto shûtâzu,2014,20142014,Action,7.7,21,Japan,Drecom
Total War: Warhammer,2016,20162016TT,ActionAdventureFantasy,7.7,259,United Kingdom,Creative Assembly
Yu Yu Hakusho: Makyo Toitsusen,1994,19941994,Action,7.7,7,Japan,Treasure
Fate/Extella,2016,20162016TT,ActionAdventureFantasy,7.7,35,Japan,Marvelous
Alien vs. Predator,1994,19941994,ActionSci-Fi,7.7,40,United Kingdom,Rebellion Developments Ltd.
The Walking Dead: The Game - Season 3,2016,20162016MM,DramaHorrorThriller,7.7,3.4K,United States,Telltale Games
Modern Combat 4: Zero Hour,2012,20122012MM,ActionAdventureWar,7.7,40,France,
Dynasty Warriors 8: Xtreme Legends,2013,20132013TT,ActionAdventureFamily,7.7,60,Japan,Omega Force
Age of Empires: Mythologies,2008,20082008,ActionAdventureFantasy,7.7,84,United States,Griptonite Games
Bear in the Big Blue House: Bear's Sense of Adventure,1999,19991999,Adventure,7.7,7,United States,Knowledge Adventure
The Visitor,2007,20072007MM,AdventureHorrorSci-Fi,7.7,7,,
Rabu raibu! Sukûru aidoru festibaru,2013,20132013,Music,7.7,17,Japan,KLab
Naruto Powerful Shippûden,2012,20122012E10+E10+,Adventure,7.7,8,Japan,Bandai Namco Games
One Piece: Torejâ kurûzu,2014,201420141212,ActionAdventure,7.7,20,Japan,Bandai Namco Entertainment
Disney Tangled: The Video Game,2010,20102010,AnimationActionAdventure,7.7,48,United States,Disney Interactive Studios
Mighty Final Fight,1993,19931993,,7.7,25,Japan,Capcom Company
Poketto Monsutâ Mûn,2016,20162016EE,ActionAdventureFamily,7.7,459,Japan,GAME FREAK
Pillars of Eternity: The White March,2015,20152015,ActionAdventureFantasy,7.7,74,United States,Obsidian Entertainment
The Deepest Sleep,2014,20142014,AdventureHorrorMystery,7.7,14,Poland,
The Witness,2016,20162016,AdventureFantasyMystery,7.7,618,United States,
Darq,2019,20192019,Horror,7.7,72,United States,Unfold Games
Poketto Monsutâ San,2016,20162016EE,ActionAdventureFamily,7.7,575,Japan,GAME FREAK
Anima: Gate of Memories,2016,20162016TT,Adventure,7.7,15,Spain,Anima Project Studio
Doom 3: BFG Edition,2012,20122012MM,ActionHorrorSci-Fi,7.7,419,United States,
The Elder Scrolls IV: Knights of the Nine,2006,20062006,ActionAdventureFantasy,7.7,256,United States,Bethesda Game Studios
The King of Fighters XIV,2016,20162016TT,ActionFantasySci-Fi,7.7,99,Japan,Bandai Namco Entertainment
X-Kaliber 2097,1994,19941994,ActionAdventureFantasy,7.7,9,Japan,Fupac
Freddi Fish and Luther's Maze Madness,1996,19961996,Family,7.7,9,United States,Humongous Entertainment
Deep Fear,1998,19981998,ActionAdventureHorror,7.7,12,Japan,Isco
Alien Breed: Special Edition 1992,1992,19921992,ActionSci-Fi,7.7,13,United Kingdom,Team 17 Software
Lego Dimensions,2015,20152015E10+E10+,ActionAdventureComedy,7.7,986,United States,Plastic Wax Studios
S2: Silent Storm,2003,20032003,Action,7.7,15,Russia,Nival Interactive
Marathon Infinity,1996,19961996,ActionAdventureSci-Fi,7.7,10,United States,Bungie Software
Marathon 2: Durandal,1995,19951995,ActionAdventureSci-Fi,7.7,12,United States,Bungie Software
Shadowrun: Hong Kong,2015,20152015,ActionAdventureFantasy,7.7,71,United States,Harebrained Schemes
Suikoden Tierkreis,2008,200820081212,Fantasy,7.7,16,Japan,Konami Computer Entertainment
Inazuma Eleven Strikers,2011,20112011,Sport,7.7,20,Japan,Level-5
Child of Light,2014,20142014E10+E10+,AdventureDramaFantasy,7.7,634,Canada,Ubisoft Montreal
Goof Troop,1993,19931993,ActionAdventure,7.7,84,United States,Capcom Company
Moto Racer,1997,19971997,,7.7,32,France,Delphine Software International (DSI)
The Dark Knight Rises,2012,20122012,ActionAdventureCrime,7.7,383,France,
The Fall,2014,20142014,ActionAdventure,7.7,42,Canada,
Wing Commander: Privateer Expansion Pack: Righteous Fire,1994,19941994,ActionAdventureSci-Fi,7.7,13,United States,Origin Systems
Broforce,2014,20142014,ActionWar,7.7,449,South Africa,Free Lives Games
Animaniacs,1994,19941994,Action,7.7,45,United States,Konami
Wakfu,2012,20122012,ActionAdventureComedy,7.7,43,France,Ankama
Arctic Thunder,2001,20012001TT,ActionSport,7.7,12,United States,Microsoft Studios
Colony Wars,1997,19971997,Sci-Fi,7.7,19,United Kingdom,Psygnosis
Super Mario Bros.,1986,19861986,Action,7.7,55,Japan,Nintendo
Detective Grimoire,2014,20142014,Adventure,7.7,19,United Kingdom,SFB Games
Expeditions: Conquistador,2013,20132013,AdventureHistoryWar,7.7,14,Denmark,Logic Artists
NBA 2K14,2013,20132013,Sport,7.7,631,United States,Visual Concepts
Quantum Break,2016,20162016MM,ActionMysterySci-Fi,7.7,2K,Finland,Remedy Entertainment
Small Soldiers: Squad Commander,1998,19981998,Adventure,7.7,105,United States,DreamWorks Interactive
Colin McRae: Dirt 2,2009,20092009TT,ActionAdventureFamily,7.7,238,United Kingdom,
Das Schwarze Auge - Memoria,2013,20132013,AdventureFantasy,7.7,31,Germany,Daedalic Entertainment
Rokkuman Warudo Tsu,1991,19911991,,7.7,45,Japan,Biox
Broken Age,2014,20142014E10+E10+,AdventureFantasySci-Fi,7.7,601,United States,Double Fine Productions Inc.
N++,2014,20142014E10+E10+,ActionAdventure,7.7,19,Canada,Metanet Software
Ultra Street Fighter IV,2014,20142014TT,ActionFantasy,7.7,364,Japan,Capcom Company
Aero the Acro-Bat,1993,19931993,,7.7,54,United States,Iguana Entertainment
KGB: Conspiracy,1992,19921992,Adventure,7.7,11,United States,
Destiny,2014,20142014TT,ActionAdventureFantasy,7.7,5K,United States,Bungie Studios
Rising Storm,2013,20132013,War,7.7,21,United States,Tripwire Interactive
Gyakuten saiban 5,2013,20132013MM,AdventureComedyCrime,7.7,158,Japan,Capcom Company
Call of Juarez: Gunslinger,2013,20132013MM,ActionAdventureWestern,7.7,965,Poland,Techland
Battlefield 4,2013,20132013MM,ActionAdventureWar,7.7,7.2K,Sweden,Digital Illusions CE (DICE)
Total War: Rome II,2013,20132013,ActionHistoryWar,7.7,743,United Kingdom,Creative Assembly
Fez,2012,20122012EE,ActionAdventureFantasy,7.7,676,Canada,Polytron
Yoshi's Woolly World,2015,20152015EE,ActionAdventure,7.7,202,Japan,Good Feel
Sleeping Dogs: Year of the Snake,2013,20132013,ActionCrimeDrama,7.7,92,United States,United Front Games
Counter-Strike: Global Offensive,2012,20122012MM,ActionCrime,7.7,3.3K,United States,Factory Underground
Sonic & All-Stars Racing Transformed,2012,20122012E10+E10+,FamilySport,7.7,500,Japan,Sumo Digital Ltd.
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!!,2012,20122012E10+E10+,AnimationActionAdventure,7.7,54,United States,WayForward Technologies
Shin hokuto musou,2012,20122012MM,ActionFantasy,7.7,25,Japan,Koei Tecmo Games
The Banner Saga,2014,20142014,AdventureFantasy,7.7,300,United States,Powerhouse Animation Studios
Samurai Warriors 3,2009,20092009TT,ActionAdventureFamily,7.7,18,Japan,Omega Force
Wan pîsu: Kaizoku musou,2012,20122012TT,ActionAdventureFantasy,7.7,99,Japan,Koei Tecmo Games
Marvel: Avengers Alliance,2012,20122012,Action,7.7,131,United States,Marvel Entertainment
Volfied,1989,19891989,ActionSci-Fi,7.7,26,Japan,Taito
